Cikkszám,Termék Név,Státusz,Nettó Ár,Bruttó Ár,Kategória,Rövid Leírás,Hosszú leírás,Kép link,Egység,Tömeg,Paraméter: Lemez állapota||text,Paraméter: Borító állapota||text,Paraméter: Label||text
Noi-Ragazzi-Di-Oggi-64-2402491,Luis Miguel / Noi Ragazzi Di Oggi 64 2402491,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Italy, 1985<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),EMI
Recipe-Ferrum-777-VILELP659,Tormentor (2) / Recipe Ferrum! 777 VILELP659,1,17856.45,17856.45,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, 2018<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Peaceville
Apollo-11-none,Tom WADE Shepherd / Apollo 11 none,1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2019<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Tom WADE Records
God-Created-none,Tom WADE Shepherd / God Created none,1,9126.63,9126.63,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2016<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Tom WADE Records
Memento-Mori-19658792641,Depeche Mode / Memento Mori 19658792641,1,19840.5,19840.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2023<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),"Columbia, Sony Music"
Legacy-DBLP64161,David Bowie / Legacy DBLP64161,1,13888.35,13888.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2017<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Parlophone
Road-To-Ruin-RR1-6063,Ramones / Road To Ruin RR1 6063,1,11110.68,11110.68,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2019<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),"Sire, Rhino Records (2)"
Live-1979-RCV1-671073,Bad Company (3) / Live 1979 RCV1 671073,1,13094.73,13094.73,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Worldwide, 2022<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),"Swan Song, Rhino Records (2)"
Memento-Mori-19658784211,Depeche Mode / Memento Mori 19658784211,1,19046.88,19046.88,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2023<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),"Columbia, Sony Music"
A-Regi-Szep-Melodiak-LP-005,Poór Péter / A Régi Szép Melódiák LP-005,1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Pop","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1990<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Média Kiadó
The-Piper-At-The-Gates-Of-Dawn-PFRLP1,Pink Floyd / The Piper At The Gates Of Dawn PFRLP1,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in None, 2016<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Pink Floyd Records, Columbia"
egends-Playing-The-Songs-Of-Led-Zeppelin-N-79-004,Various / Rock Legends Playing The Songs Of Led Zeppelin N 79 004,1,13888.35,13888.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 2013<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),"Delta Entertainment, Cargo Records"
Az-apostol,"Petőfi Sándor, Bessenyei Ferenc / Az apostol / The Apostle SLPX 13793-95",1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Non-Music","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1978<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Hungaroton
The-Neighbourhood-19075833671,The Neighbourhood (3) / The Neighbourhood 19075833671,1,19840.5,19840.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in US, 2018<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Columbia
Musical-Electro-Alchemy-SLPX-12369,Iván Patachich / Musical Electro-Alchemy SLPX 12369,1,13888.35,13888.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1982<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Hungaroton
Ill-Save-You-All-My-Kisses-123P-834,Dead Or Alive / I'll Save You All My Kisses 12・3P-834,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1987<br /><br />0129",Yes OBI! Yes Insert!,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Epic
Faith-KR-1899,Jazz Quartet Of Szekszárd / Faith KR 1899,1,4364.91,4364.91,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1988<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Babits Mihály Müvelödési Központ Szekszárd, Babits Mihály Müvelödési Központ Szekszárd"
Copenhagen-1972-0209633ERE,Deep Purple / Copenhagen 1972 0209633ERE,1,31744.8,31744.8,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2014<br /><br />0129",Új fóliás termék! ,NaN,db,0.2,Mint (M),Mint (M),Ear Music
A-Haboru-Borzalmai-Sot-Meg-Rosszabb-TR108LP,A.M.D. (2) / A Háború Borzalmai Sőt Még Rosszabb! TR108LP,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2018<br /><br />0129",,NaN,db,0.2,Mint (M),Mint (M),Trottel Records
KomolyZene-E-07,Pál Utcai Fiúk / KomolyZene E-07,1,11110.68,11110.68,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2019<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Mint (M),Etalon Produkció
A-Haboru-Borzalmai-Sot-Meg-Rosszabb-BP-536,A.M.D. (2) / A Háború Borzalmai Sőt Még Rosszabb! BP 536,1,19840.5,19840.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1991<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Not On Label (A.M.D. (2) Self-released)
1000-Szent-Igeret-SLPM-37328,Griff (13) / 1000 Szent Igéret SLPM 37328,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1989<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Bravo
Hej-Jancsika-KAR-LP-028,"Wildfowls, Wildfowls / Hej, Jancsika KAR LP 028",1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2021<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Kept Alive Records
Memento-Mori-19658789801,Depeche Mode / Memento Mori 19658789801,1,31744.8,31744.8,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2023<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),"Columbia, Sony Music"
Omega-III-MIG02601,Omega (5) / Omega III MIG02601,1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2022<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),MIG
P-Box-SLPX-17688,Pandora's Box (5) / P. Box SLPX 17688,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1982<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Start (2)
Edda-Muvek-3-SLPM-17773,Edda Művek / Edda Művek 3. SLPM 17773,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1983<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Pepita
A-Kaktusz-Viraga-SLPM-16756,Various / A Kaktusz Virága SLPM 16756,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Stage & Screen","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1988<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Radioton
Svitanie-9116-0541,The Blue Effect / Svitanie 9116 0541,1,8729.82,8729.82,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1978<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Opus, Opus"
Non-Stop-SLPM-17927,"Máté Victor, Non-Stop (3) / Non-Stop SLPM 17927",1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1986<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Pepita
The-Budapest-Concert-SLPX-37380,Alex Schiavi / The Budapest Concert SLPX 37380,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1990<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Krém
Entomologists-Dream-1-15-1335,Traditional Jazz Studio / Entomologist's Dream 1 15 1335,1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1978<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Supraphon
Lokd-Ide-A-Kocsmadalok-SLPM-37369,Szabolcs Szörényi / Lökd Ide A ...! Kocsmadalok SLPM 37369,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1990<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Favorit
Ozvny-Swingu-1115-2917,"Harry James (2), Les Brown / Ozvěny Swingu 1115 2917",1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1982<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Supraphon, Capitol Records"
Zodiac-1-15-2015,Jiří Stivín / Zodiac 1 15 2015,1,7142.58,7142.58,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1980<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Supraphon
Malafemmina-SLPXL-37296,Gianna Nannini / Malafemmina SLPXL 37296,1,2777.67,2777.67,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1988<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Gong, Polydor"
Tancujte-S-Nami-4-Dance-With-Us-4-9113-1248,Gustav Brom / Tancujte S Nami 4 = Dance With Us 4 9113 1248,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1983<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Opus
Variations-On-Classic-4-16-1464,Orchestr Josefa Vobruby / Variations On Classic 4 16 1464,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1977<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),Supraphon
Singing-And-Dancing-1113-2767,Jiří Korn / Singing And Dancing 1113 2767,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Pop","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1981<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Supraphon
Rock-And-Roll-1113-2888,Olympic (2) / Rock And Roll 1113 2888,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1982<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Supraphon
Keseredes-SLPX-14017,Szélkiáltó Együttes / Keserédes SLPX 14017,1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Folk, World, & Country","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1986<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Hungaroton
R-Records-Quarterly-Vol-2-No-4-R-0204,Various / Rē Records Quarterly Vol. 2 No. 4 Rē 0204,1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, 1989<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Rē Records, Rē Records"
The-Xenon-Codex-7-75407-1,Hawkwind / The Xenon Codex 7 75407-1,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in US, 1988<br /><br />0129",,NaN,db,0.2,Very Good (VG),Near Mint (NM or M-),GWR Records
Tumba-Francesa-LD-3606,Various / Tumba Francesa LD-3606,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Latin","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Cuba, 1981<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Areito
Himalaya-Muzyka-Ludowa-Nepalu-ZSX-0700,Unknown Artist / Himalaya - Muzyka Ludowa Nepalu ZSX-0700,1,3571.29,3571.29,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Folk, World, & Country","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Poland, 0<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"PolJazz, PolJazz"
Out-Intake-SHARP-040,Hawkwind / Out & Intake SHARP 040,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, 1987<br /><br />0129",Az  eredeti belső tok nincs meg!,NaN,db,0.2,Very Good (VG),Near Mint (NM or M-),Flicknife Records
Kismet-TP-68,Kenneth Alwyn / Kismet TP 68,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Stage & Screen","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, 0<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"World Record Club, World Record Club"
Radio-Nieprzemakalnych-LP-130,Various / Radio Nieprzemakalnych LP 130,1,3571.29,3571.29,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Poland, 1988<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Wifon, Wifon"
Larry-OLeno-Sings-Billy-Strayhorn-PS-1349,"Larry O'Leno, Harold Danko, Rufus Reid, Al Harewood, Lawrence Feldman, Bob Zottola, Dave Glenn / Larry O'Leno Sings Billy Strayhorn PS 1349",1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in US, 1984<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Painted Smiles Records
Diva-QUI-108010,Annie Lennox / Diva QUI 108010,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1992<br /><br />0129","Az insert megvan, szép állapotban van.",NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Quint
Smiler-11550,Rod Stewart / Smiler ВТА 11550,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Bulgaria, 1985<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Балкантон
