"Cikkszám","Termék Név","Státusz","Nettó Ár","Bruttó Ár","Kategória","Rövid Leírás","Kép link","Egység","Tömeg","Paraméter: Lemez állapota||text","Paraméter: Borító állapota||text","Paraméter: Műfaj||text","Paraméter: Label||text","Paraméter: Kiadó ország||text","Paraméter: Formátum||text","Paraméter: Megjegyzés||text","Paraméter: Polchely||text"
"The-Beatles-Revolver_","The Beatles / Revolver LC01846","2","11999","11999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Great Britain 2022<br /><br />0060","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/The-Beatles-Revolver_.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/The-Beatles-Revolver__altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/The-Beatles-Revolver__altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/The-Beatles-Revolver__altpic_3.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"The-Beatles-1","The Beatles 1 602547567901","2","19999","19999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany 2015<br /><br />Dupla lemezes <br /><br />0045","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/The-Beatles-1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/The-Beatles-1_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/The-Beatles-1_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"The-Best-Of-Pink-Floyd","The Best Of Pink Floyd / A Foot in the Door PFRLP21","2","11999","11999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon <br /><br /><br />Made in the EU 2016<br /><br />Dupla lemezes <br /><br />0059","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/The-Best-Of-Pink-Floyd.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/The-Best-Of-Pink-Floyd_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/The-Best-Of-Pink-Floyd_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/The-Best-Of-Pink-Floyd_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/The-Best-Of-Pink-Floyd_altpic_4.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/The-Best-Of-Pink-Floyd_altpic_5.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"the-doors_","The Doors EKS 74 007","2","9999","9999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany <br /><br />0093","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/the-doors_.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/the-doors__altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/the-doors__altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/the-doors__altpic_3.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","","0093"
"the-smiths-hatful-of-hollow","The Smiths / "" Hatful Of Hollow"" 2564665882","2","9999","9999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />0088","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/the-smiths-hatful-of-hollow.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/the-smiths-hatful-of-hollow_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/the-smiths-hatful-of-hollow_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/the-smiths-hatful-of-hollow_altpic_3.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"The-Smiths-The-Queen-Is-Dead","The Smiths / The Queen Is Dead 2564665887","2","9999","9999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />0062","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/The-Smiths-The-Queen-Is-Dead.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/The-Smiths-The-Queen-Is-Dead_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/The-Smiths-The-Queen-Is-Dead_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"eminem-curtain-call","Eminem / Curtain Call - The Hits 602498878965","2","16499","16499","Új bakelit/vinyl lemezek és CD-k|Rap, funk, soul, dance, trance, hip-hop, electronic, synthy-pop ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in The EU 2021<br /><br />Dupla lemezes <br /><br />0074","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/eminem-curtain-call.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/eminem-curtain-call_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/eminem-curtain-call_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"kraftwerk-autobahn","Kraftwerk / Autobahn 5099996601419","2","8499","8499","Új bakelit/vinyl lemezek és CD-k|Rap, funk, soul, dance, trance, hip-hop, electronic, synthy-pop ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Printed in the EU 2009<br /><br />0073 ","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/kraftwerk-autobahn.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/kraftwerk-autobahn_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/kraftwerk-autobahn_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"rapulok-repeta-feher","Rapülők / Repeta / Fehér színű vinyl LMZD001","2","19999","19999","Új bakelit/vinyl lemezek és CD-k|Rap, funk, soul, dance, trance, hip-hop, electronic, synthy-pop ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in EU 2023<br /><br />0096","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/rapulok-repeta-feher.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/rapulok-repeta-feher_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/rapulok-repeta-feher_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/rapulok-repeta-feher_altpic_3.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","","0096"
"rapulok-repeta-narancs","Rapülők / Repeta / Narancs színű vinyl LMZD001","2","19999","19999","Új bakelit/vinyl lemezek és CD-k|Rap, funk, soul, dance, trance, hip-hop, electronic, synthy-pop ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in EU 2023<br /><br />0100","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/rapulok-repeta-narancs.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/rapulok-repeta-narancs_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/rapulok-repeta-narancs_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/rapulok-repeta-narancs_altpic_3.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","","0100"
"Tyler-The-Creator","Tyler, the creator 88985469051","2","11999","11999","Új bakelit/vinyl lemezek és CD-k|Rap, funk, soul, dance, trance, hip-hop, electronic, synthy-pop ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in the EU 2017<br /><br />0061","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/Tyler-The-Creator.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Tyler-The-Creator_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Tyler-The-Creator_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"the-beatles","""The Caverners"" Perform The Beatles No.1's  APWCD1224","2","1999","1999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czech Republic 2001<br /><br />0001","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/the-beatles.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/the-beatles_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/the-beatles_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/the-beatles_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/the-beatles_altpic_4.jpg","db","0.2","Újszerű ","","","","","","",""
"bach-organ-concertos-brosse","Bach / Organ Concertos / Brosse PV 730018","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />1994<br /><br />0021","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/bach-organ-concertos-brosse.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/bach-organ-concertos-brosse_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/bach-organ-concertos-brosse_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/bach-organ-concertos-brosse_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/bach-organ-concertos-brosse_altpic_4.jpg","db","0.2","Használt, jó állapotú ","","","","","","",""
"beethoven-symphonie-nr9","Beethoven / Symphonie Nr.9 / Overtüre / Karajan 447 401-2","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany <br /><br />0008","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/beethoven-symphonie-nr9.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/beethoven-symphonie-nr9_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/beethoven-symphonie-nr9_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/beethoven-symphonie-nr9_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/beethoven-symphonie-nr9_altpic_4.jpg","db","0.2","Újszerű ","","","","","","",""
"brahms-symphony","Brahms / Symphony No.1 / Haydn Variations/ Walter SMK 64 470","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Printed in Holland 1995<br /><br />0017","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/brahms-symphony.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/brahms-symphony_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/brahms-symphony_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/brahms-symphony_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/brahms-symphony_altpic_4.jpg","db","0.2","Újszerű ","","","","","","",""
"cantus-buranus-corvus-corax","Cantus Buranus / Corvus Corax RR 8163-5 ","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Cd+Dvd<br /><br />2005<br /><br />0005","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/cantus-buranus-corvus-corax.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/cantus-buranus-corvus-corax_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/cantus-buranus-corvus-corax_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/cantus-buranus-corvus-corax_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/cantus-buranus-corvus-corax_altpic_4.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/cantus-buranus-corvus-corax_altpic_5.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/cantus-buranus-corvus-corax_altpic_6.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/cantus-buranus-corvus-corax_altpic_7.jpg","db","0.2","Újszerű ","","","","","","",""
"charpentier-messe-de-minuit","Charpentier / Messe De Minuit / William Christie 8573-85820-2","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany 2001<br /><br />0009","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/charpentier-messe-de-minuit.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/charpentier-messe-de-minuit_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/charpentier-messe-de-minuit_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/charpentier-messe-de-minuit_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/charpentier-messe-de-minuit_altpic_4.jpg","db","0.2","Újszerű ","","","","","","",""
"corelli-concerti-grossi","Corelli / Concerti Grossi, Op.6 468 179-2","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany <br /><br />0018","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/corelli-concerti-grossi.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/corelli-concerti-grossi_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/corelli-concerti-grossi_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/corelli-concerti-grossi_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/corelli-concerti-grossi_altpic_4.jpg","db","0.2","Újszerű ","","","","","","",""
"deep-purple-knebworth85","Deep Purple / Knebworth 85 CD 163","2","2999","2999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in the EC 1991<br /><br />0003","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/deep-purple-knebworth85.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/deep-purple-knebworth85_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/deep-purple-knebworth85_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/deep-purple-knebworth85_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/deep-purple-knebworth85_altpic_4.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/deep-purple-knebworth85_altpic_5.jpg","db","0.2","Újszerű ","","","","","","",""
"johann-sebastian-bach-cembalowerke","Johann Sebastian Bach / Cembalowerke 206205-360","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />3 cd<br /><br />2001<br /><br />0028","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/johann-sebastian-bach-cembalowerke.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach-cembalowerke_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach-cembalowerke_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach-cembalowerke_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach-cembalowerke_altpic_4.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach-cembalowerke_altpic_5.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach-cembalowerke_altpic_6.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach-cembalowerke_altpic_7.jpg","db","0.2","Újszerű ","","","","","","",""
"johann-sebastian-bach-orgelwerke","Johann Sebastian Bach / Orgelwerke 206204-360","2","1999","1999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />3 cd<br /><br />2001<br /><br />0027","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/johann-sebastian-bach-orgelwerke.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach-orgelwerke_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach-orgelwerke_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach-orgelwerke_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach-orgelwerke_altpic_4.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach-orgelwerke_altpic_5.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach-orgelwerke_altpic_6.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach-orgelwerke_altpic_7.jpg","db","0.2","Újszerű ","","","","","","",""
"johann-sebastian-bach","Johann Sebastian Bach 206201-360","2","1999","1999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />3 cd<br /><br />2001<br /><br />0026","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/johann-sebastian-bach.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach_altpic_4.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach_altpic_5.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach_altpic_6.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/johann-sebastian-bach_altpic_7.jpg","db","0.2","Újszerű ","","","","","","",""
"karajan-edition-beethoven-piano-concertos","Karajan Edition / Beethoven:Piano Concertos Nos.4&5 7243 5 66604 2 7","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Holland 1998<br /><br />0024","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/karajan-edition-beethoven-piano-concertos.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/karajan-edition-beethoven-piano-concertos_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/karajan-edition-beethoven-piano-concertos_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/karajan-edition-beethoven-piano-concertos_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/karajan-edition-beethoven-piano-concertos_altpic_4.jpg","db","0.2","Újszerű ","","","","","","",""
"korpiklaani-tervaskanto","Korpiklaani / Tervaskanto NPR 212","2","2999","2999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany <br /><br />Cd+Dvd<br /><br />Digipack<br /><br />0032","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/korpiklaani-tervaskanto.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/korpiklaani-tervaskanto_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/korpiklaani-tervaskanto_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/korpiklaani-tervaskanto_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/korpiklaani-tervaskanto_altpic_4.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/korpiklaani-tervaskanto_altpic_5.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/korpiklaani-tervaskanto_altpic_6.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/korpiklaani-tervaskanto_altpic_7.jpg","db","0.2","Újszerű ","","","","","","",""
"liszt-musorgski","Liszt, Musorgski / Andrzej Chorosinski Orgel DUX 0145","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Poland 1999<br /><br />0025","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/liszt-musorgski.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/liszt-musorgski_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/liszt-musorgski_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/liszt-musorgski_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/liszt-musorgski_altpic_4.jpg","db","0.2","Újszerű ","","","","","","",""
"luciano-pavarotti-in-concert","Luciano Pavarotti in Concert RCD 2030","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary 1991<br /><br />0010","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/luciano-pavarotti-in-concert.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/luciano-pavarotti-in-concert_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/luciano-pavarotti-in-concert_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/luciano-pavarotti-in-concert_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/luciano-pavarotti-in-concert_altpic_4.jpg","db","0.2","Újszerű ","","","","","","",""
"mozart-die-zauberflote-klemperer","Mozart / Die Zauberflöte/ Klemperer 7243 5 67388 2 9","2","1499","1499","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Printed in the EU 2000<br /><br />0030","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/mozart-die-zauberflote-klemperer.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/mozart-die-zauberflote-klemperer_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/mozart-die-zauberflote-klemperer_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/mozart-die-zauberflote-klemperer_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/mozart-die-zauberflote-klemperer_altpic_4.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/mozart-die-zauberflote-klemperer_altpic_5.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/mozart-die-zauberflote-klemperer_altpic_6.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/mozart-die-zauberflote-klemperer_altpic_7.jpg","db","0.2","Újszerű ","","","","","","",""
"mozart-opernarien-elisabeth-schwarzkopf","Mozart / Opernarien /Airs D'operas / Elisabeth Schwarzkopf CDH 7 63708 2","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Holland 1990<br /><br />0022","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/mozart-opernarien-elisabeth-schwarzkopf.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/mozart-opernarien-elisabeth-schwarzkopf_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/mozart-opernarien-elisabeth-schwarzkopf_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/mozart-opernarien-elisabeth-schwarzkopf_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/mozart-opernarien-elisabeth-schwarzkopf_altpic_4.jpg","db","0.2","Újszerű ","","","","","","",""
"mozart-requiem","Mozart / Requiem 469 621-2","2","999","999","Használt bakelit/vinyl lemezek, CD-k és kazetták|Használt CD lemezek|Külföldi CD lemezek - használt","A cd állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Printed in Germany <br /><br />0006","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/mozart-requiem.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/mozart-requiem_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/mozart-requiem_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/mozart-requiem_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/mozart-requiem_altpic_4.jpg","db","0.2","Újszerű ","","","","","","",""
